metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.00094,0.26667,0.0461,0.01869,0.00994,10.02143,1.36043,0,1720448247,,False,1,75b99_00005,2024-07-08_14-17-27,34.896905183792114,34.896905183792114,8187,b70a672424f1,172.17.0.3,34.896905183792114,1
0.00293,0.81667,0.23195,0.08746,0.00978,8.86268,1.27231,1,1720448250,,False,2,75b99_00005,2024-07-08_14-17-30,2.4505603313446045,37.34746551513672,8187,b70a672424f1,172.17.0.3,37.34746551513672,2
0.00331,0.92083,0.16144,0.04635,0.0103,9.20995,1.36824,2,1720448252,,False,3,75b99_00005,2024-07-08_14-17-32,2.3999104499816895,39.74737596511841,8187,b70a672424f1,172.17.0.3,39.74737596511841,3
0.2375,0.10833,0.09873,0.02377,0.01147,8.87258,1.52056,3,1720448255,,False,4,75b99_00005,2024-07-08_14-17-35,2.5630481243133545,42.31042408943176,8187,b70a672424f1,172.17.0.3,42.31042408943176,4
0.38669,0.27399,0.23339,0.05015,0.01161,8.04225,1.55338,4,1720448257,,False,5,75b99_00005,2024-07-08_14-17-37,2.5029959678649902,44.81342005729675,8187,b70a672424f1,172.17.0.3,44.81342005729675,5
0.39714,0.50483,0.41374,0.12362,0.01246,6.63594,1.57418,5,1720448260,,False,6,75b99_00005,2024-07-08_14-17-40,2.617666244506836,47.43108630180359,8187,b70a672424f1,172.17.0.3,47.43108630180359,6
0.44944,0.68957,0.45862,0.16411,0.01214,5.62244,1.60035,6,1720448262,,False,7,75b99_00005,2024-07-08_14-17-42,2.4356496334075928,49.86673593521118,8187,b70a672424f1,172.17.0.3,49.86673593521118,7
0.41571,0.7194,0.43124,0.15281,0.01232,5.8994,1.57592,7,1720448265,,False,8,75b99_00005,2024-07-08_14-17-45,2.391052484512329,52.25778841972351,8187,b70a672424f1,172.17.0.3,52.25778841972351,8
0.39085,0.675,0.44138,0.16953,0.01215,5.36172,1.58946,8,1720448267,,False,9,75b99_00005,2024-07-08_14-17-47,2.52000093460083,54.77778935432434,8187,b70a672424f1,172.17.0.3,54.77778935432434,9
0.46673,0.76667,0.53908,0.21438,0.01211,5.14274,1.61773,9,1720448270,,False,10,75b99_00005,2024-07-08_14-17-50,2.5487313270568848,57.326520681381226,8187,b70a672424f1,172.17.0.3,57.326520681381226,10
0.39436,0.75833,0.42627,0.15354,0.01258,6.12538,1.64341,10,1720448272,,True,11,75b99_00005,2024-07-08_14-17-52,2.272437334060669,59.598958015441895,8187,b70a672424f1,172.17.0.3,59.598958015441895,11
