metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.00252,0.71667,0.03713,0.02563,0.01475,8.63683,1.20148,0,1720448329,,False,1,75b99_00008,2024-07-08_14-18-49,34.17855477333069,34.17855477333069,9686,b70a672424f1,172.17.0.3,34.17855477333069,1
0.00307,0.85833,0.21744,0.12894,0.01311,7.90798,1.05103,1,1720448332,,False,2,75b99_00008,2024-07-08_14-18-52,3.0599172115325928,37.23847198486328,9686,b70a672424f1,172.17.0.3,37.23847198486328,2
0.00341,0.97917,0.19654,0.1248,0.01519,7.36243,1.06982,2,1720448334,,False,3,75b99_00008,2024-07-08_14-18-54,2.530120849609375,39.768592834472656,9686,b70a672424f1,172.17.0.3,39.768592834472656,3
0.0021,0.60417,0.31151,0.16593,0.01672,7.24245,1.17632,3,1720448343,,False,4,75b99_00008,2024-07-08_14-19-03,8.852377891540527,48.620970726013184,9686,b70a672424f1,172.17.0.3,48.620970726013184,4
0.39884,0.17903,0.40828,0.24659,0.01698,6.20116,1.22392,4,1720448345,,False,5,75b99_00008,2024-07-08_14-19-05,2.2669408321380615,50.887911558151245,9686,b70a672424f1,172.17.0.3,50.887911558151245,5
0.68629,0.29167,0.44119,0.26159,0.0184,5.90782,1.33855,5,1720448348,,False,6,75b99_00008,2024-07-08_14-19-08,2.2513468265533447,53.13925838470459,9686,b70a672424f1,172.17.0.3,53.13925838470459,6
0.64842,0.36028,0.47105,0.26248,0.01848,5.65621,1.3435,6,1720448350,,False,7,75b99_00008,2024-07-08_14-19-10,2.176224708557129,55.31548309326172,9686,b70a672424f1,172.17.0.3,55.31548309326172,7
0.53144,0.70417,0.52826,0.33643,0.0163,5.12706,1.25687,7,1720448352,,False,8,75b99_00008,2024-07-08_14-19-12,2.2445168495178223,57.55999994277954,9686,b70a672424f1,172.17.0.3,57.55999994277954,8
0.54319,0.58333,0.5373,0.30051,0.01966,5.06572,1.38058,8,1720448354,,False,9,75b99_00008,2024-07-08_14-19-14,2.2034571170806885,59.76345705986023,9686,b70a672424f1,172.17.0.3,59.76345705986023,9
0.50497,0.49916,0.47441,0.22779,0.02461,5.87144,1.61621,9,1720448357,,False,10,75b99_00008,2024-07-08_14-19-17,2.15000581741333,61.91346287727356,9686,b70a672424f1,172.17.0.3,61.91346287727356,10
0.57972,0.63204,0.64058,0.36704,0.01963,5.96787,1.3685,10,1720448359,,False,11,75b99_00008,2024-07-08_14-19-19,2.2383129596710205,64.15177583694458,9686,b70a672424f1,172.17.0.3,64.15177583694458,11
0.48319,0.575,0.5007,0.21672,0.02269,5.7488,1.44404,11,1720448361,,False,12,75b99_00008,2024-07-08_14-19-21,2.2084245681762695,66.36020040512085,9686,b70a672424f1,172.17.0.3,66.36020040512085,12
0.54175,0.64886,0.52391,0.26678,0.02045,4.8468,1.40691,12,1720448363,,False,13,75b99_00008,2024-07-08_14-19-23,2.2101547718048096,68.57035517692566,9686,b70a672424f1,172.17.0.3,68.57035517692566,13
0.43774,0.5625,0.52077,0.29884,0.02003,4.44286,1.38897,13,1720448365,,False,14,75b99_00008,2024-07-08_14-19-25,2.2364723682403564,70.80682754516602,9686,b70a672424f1,172.17.0.3,70.80682754516602,14
0.52961,0.59982,0.55495,0.31083,0.02005,4.33752,1.33137,14,1720448368,,False,15,75b99_00008,2024-07-08_14-19-28,2.220991611480713,73.02781915664673,9686,b70a672424f1,172.17.0.3,73.02781915664673,15
0.53512,0.5625,0.57466,0.33352,0.01948,3.67933,1.32983,15,1720448370,,False,16,75b99_00008,2024-07-08_14-19-30,2.1019222736358643,75.12974143028259,9686,b70a672424f1,172.17.0.3,75.12974143028259,16
0.57543,0.425,0.41074,0.25413,0.01728,4.20071,1.2518,16,1720448372,,False,17,75b99_00008,2024-07-08_14-19-32,2.2326645851135254,77.36240601539612,9686,b70a672424f1,172.17.0.3,77.36240601539612,17
0.39391,0.68005,0.52854,0.2784,0.0215,8.99478,1.56092,17,1720448374,,False,18,75b99_00008,2024-07-08_14-19-34,2.149810791015625,79.51221680641174,9686,b70a672424f1,172.17.0.3,79.51221680641174,18
0.39444,0.63947,0.53741,0.34261,0.01905,5.62618,1.3792,18,1720448376,,False,19,75b99_00008,2024-07-08_14-19-36,2.1440885066986084,81.65630531311035,9686,b70a672424f1,172.17.0.3,81.65630531311035,19
0.6397,0.55393,0.63644,0.40326,0.01691,3.00225,1.21845,19,1720448379,,False,20,75b99_00008,2024-07-08_14-19-39,2.332197427749634,83.98850274085999,9686,b70a672424f1,172.17.0.3,83.98850274085999,20
0.62763,0.65417,0.64833,0.42368,0.01698,2.72811,1.20073,20,1720448381,,False,21,75b99_00008,2024-07-08_14-19-41,2.2541708946228027,86.24267363548279,9686,b70a672424f1,172.17.0.3,86.24267363548279,21
0.57461,0.58786,0.6064,0.39557,0.01591,2.94345,1.16433,21,1720448383,,False,22,75b99_00008,2024-07-08_14-19-43,2.165421485900879,88.40809512138367,9686,b70a672424f1,172.17.0.3,88.40809512138367,22
0.4968,0.63333,0.59108,0.37912,0.0182,3.03238,1.25251,22,1720448385,,False,23,75b99_00008,2024-07-08_14-19-45,2.090996026992798,90.49909114837646,9686,b70a672424f1,172.17.0.3,90.49909114837646,23
0.64791,0.70139,0.71432,0.40935,0.01847,2.73046,1.26198,23,1720448387,,False,24,75b99_00008,2024-07-08_14-19-47,2.204115390777588,92.70320653915405,9686,b70a672424f1,172.17.0.3,92.70320653915405,24
0.72179,0.56741,0.6392,0.4066,0.01592,3.60834,1.15545,24,1720448390,,False,25,75b99_00008,2024-07-08_14-19-50,2.1763744354248047,94.87958097457886,9686,b70a672424f1,172.17.0.3,94.87958097457886,25
0.69787,0.6125,0.72798,0.47126,0.01641,2.63252,1.20712,25,1720448392,,False,26,75b99_00008,2024-07-08_14-19-52,2.3396944999694824,97.21927547454834,9686,b70a672424f1,172.17.0.3,97.21927547454834,26
0.74273,0.54765,0.68226,0.39992,0.01913,2.77718,1.27904,26,1720448394,,False,27,75b99_00008,2024-07-08_14-19-54,2.057343006134033,99.27661848068237,9686,b70a672424f1,172.17.0.3,99.27661848068237,27
0.63571,0.69107,0.67797,0.37939,0.02138,2.6907,1.39471,27,1720448396,,False,28,75b99_00008,2024-07-08_14-19-56,2.1868960857391357,101.46351456642151,9686,b70a672424f1,172.17.0.3,101.46351456642151,28
0.53899,0.63333,0.56043,0.36289,0.01665,3.31073,1.21344,28,1720448398,,False,29,75b99_00008,2024-07-08_14-19-58,2.167614221572876,103.63112878799438,9686,b70a672424f1,172.17.0.3,103.63112878799438,29
0.67913,0.62917,0.70313,0.41448,0.01888,2.5204,1.2679,29,1720448401,,False,30,75b99_00008,2024-07-08_14-20-01,2.1947898864746094,105.825918674469,9686,b70a672424f1,172.17.0.3,105.825918674469,30
0.53644,0.72607,0.62911,0.41832,0.01615,2.80781,1.13706,30,1720448403,,False,31,75b99_00008,2024-07-08_14-20-03,2.0582306385040283,107.88414931297302,9686,b70a672424f1,172.17.0.3,107.88414931297302,31
0.61938,0.60883,0.62786,0.42989,0.01657,2.78813,1.18412,31,1720448405,,False,32,75b99_00008,2024-07-08_14-20-05,2.1807713508605957,110.06492066383362,9686,b70a672424f1,172.17.0.3,110.06492066383362,32
0.62399,0.58192,0.62671,0.39882,0.01791,3.15182,1.26194,32,1720448407,,False,33,75b99_00008,2024-07-08_14-20-07,2.126357316970825,112.19127798080444,9686,b70a672424f1,172.17.0.3,112.19127798080444,33
0.60563,0.57982,0.54191,0.3516,0.01578,3.09109,1.18779,33,1720448409,,False,34,75b99_00008,2024-07-08_14-20-09,2.13476300239563,114.32604098320007,9686,b70a672424f1,172.17.0.3,114.32604098320007,34
0.40324,0.67971,0.46959,0.30011,0.01801,4.12156,1.26485,34,1720448411,,False,35,75b99_00008,2024-07-08_14-20-11,2.023716926574707,116.34975790977478,9686,b70a672424f1,172.17.0.3,116.34975790977478,35
0.53073,0.65357,0.55734,0.3511,0.01627,3.61657,1.18062,35,1720448413,,False,36,75b99_00008,2024-07-08_14-20-13,2.185081958770752,118.53483986854553,9686,b70a672424f1,172.17.0.3,118.53483986854553,36
0.51463,0.56667,0.56154,0.34754,0.01735,3.25005,1.21495,36,1720448416,,False,37,75b99_00008,2024-07-08_14-20-16,2.1546919345855713,120.6895318031311,9686,b70a672424f1,172.17.0.3,120.6895318031311,37
0.58908,0.63333,0.5315,0.3185,0.01824,2.9438,1.22753,37,1720448418,,False,38,75b99_00008,2024-07-08_14-20-18,2.1255292892456055,122.81506109237671,9686,b70a672424f1,172.17.0.3,122.81506109237671,38
0.48719,0.71994,0.58718,0.41013,0.01585,3.59493,1.16626,38,1720448420,,False,39,75b99_00008,2024-07-08_14-20-20,2.134746789932251,124.94980788230896,9686,b70a672424f1,172.17.0.3,124.94980788230896,39
