metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.00276,0.79583,0.0769,0.0419,0.01222,17.4789,1.26719,0,1720004168,,False,1,de62f_00008,2024-07-03_10-56-08,28.13988494873047,28.13988494873047,47970,b70a672424f1,172.17.0.3,28.13988494873047,1
0.00197,0.5625,0.20392,0.11012,0.01299,15.94105,1.21449,1,1720004171,,False,2,de62f_00008,2024-07-03_10-56-11,2.3646512031555176,30.504536151885986,47970,b70a672424f1,172.17.0.3,30.504536151885986,2
0.00157,0.44583,0.20211,0.11461,0.0135,15.50568,1.2743,2,1720004173,,False,3,de62f_00008,2024-07-03_10-56-13,2.3415439128875732,32.84608006477356,47970,b70a672424f1,172.17.0.3,32.84608006477356,3
0.00292,0.84167,0.31435,0.16768,0.01318,14.10028,1.25832,3,1720004175,,False,4,de62f_00008,2024-07-03_10-56-15,2.1743786334991455,35.020458698272705,47970,b70a672424f1,172.17.0.3,35.020458698272705,4
0.46124,0.21773,0.40062,0.19465,0.01525,12.1299,1.4588,4,1720004178,,False,5,de62f_00008,2024-07-03_10-56-18,2.303844690322876,37.32430338859558,47970,b70a672424f1,172.17.0.3,37.32430338859558,5
0.35906,0.27917,0.33413,0.167,0.0154,12.2678,1.42861,5,1720004180,,False,6,de62f_00008,2024-07-03_10-56-20,2.255871057510376,39.58017444610596,47970,b70a672424f1,172.17.0.3,39.58017444610596,6
0.40778,0.49594,0.36148,0.18241,0.01478,11.83781,1.36764,6,1720004182,,False,7,de62f_00008,2024-07-03_10-56-22,2.3649420738220215,41.94511651992798,47970,b70a672424f1,172.17.0.3,41.94511651992798,7
0.44149,0.59583,0.40451,0.22668,0.01435,10.53432,1.34073,7,1720004185,,False,8,de62f_00008,2024-07-03_10-56-25,2.3670060634613037,44.31212258338928,47970,b70a672424f1,172.17.0.3,44.31212258338928,8
0.3137,0.33085,0.25937,0.08479,0.0191,14.93847,1.81964,8,1720004187,,False,9,de62f_00008,2024-07-03_10-56-27,2.2890584468841553,46.60118103027344,47970,b70a672424f1,172.17.0.3,46.60118103027344,9
0.43972,0.66303,0.46758,0.26529,0.01416,9.56784,1.32462,9,1720004189,,False,10,de62f_00008,2024-07-03_10-56-29,2.437967538833618,49.039148569107056,47970,b70a672424f1,172.17.0.3,49.039148569107056,10
0.46417,0.73412,0.47508,0.23976,0.01573,9.61916,1.57617,10,1720004192,,False,11,de62f_00008,2024-07-03_10-56-32,2.3414900302886963,51.38063859939575,47970,b70a672424f1,172.17.0.3,51.38063859939575,11
0.4589,0.72169,0.46549,0.25253,0.01463,8.39175,1.39934,11,1720004194,,False,12,de62f_00008,2024-07-03_10-56-34,2.293431043624878,53.67406964302063,47970,b70a672424f1,172.17.0.3,53.67406964302063,12
0.45396,0.73936,0.48278,0.21112,0.01719,8.77663,1.53779,12,1720004196,,False,13,de62f_00008,2024-07-03_10-56-36,2.319303035736084,55.993372678756714,47970,b70a672424f1,172.17.0.3,55.993372678756714,13
0.50197,0.60417,0.48542,0.28245,0.01436,7.52756,1.37895,13,1720004198,,False,14,de62f_00008,2024-07-03_10-56-38,2.257279872894287,58.250652551651,47970,b70a672424f1,172.17.0.3,58.250652551651,14
0.45316,0.84583,0.52898,0.29864,0.01484,8.08705,1.45383,14,1720004201,,False,15,de62f_00008,2024-07-03_10-56-41,2.4026825428009033,60.653335094451904,47970,b70a672424f1,172.17.0.3,60.653335094451904,15
0.47451,0.80833,0.50269,0.29115,0.01413,8.42918,1.36513,15,1720004219,,False,16,de62f_00008,2024-07-03_10-56-59,18.425423622131348,79.07875871658325,47970,b70a672424f1,172.17.0.3,79.07875871658325,16
0.45876,0.65919,0.44312,0.24724,0.01342,8.84865,1.36949,16,1720004222,,False,17,de62f_00008,2024-07-03_10-57-02,2.2547128200531006,81.33347153663635,47970,b70a672424f1,172.17.0.3,81.33347153663635,17
0.38527,0.7312,0.49143,0.29164,0.01408,7.21984,1.35974,17,1720004226,,False,18,de62f_00008,2024-07-03_10-57-06,4.400324821472168,85.73379635810852,47970,b70a672424f1,172.17.0.3,85.73379635810852,18
0.44162,0.74167,0.55912,0.26161,0.01718,7.53669,1.56564,18,1720004233,,False,19,de62f_00008,2024-07-03_10-57-13,6.731384754180908,92.46518111228943,47970,b70a672424f1,172.17.0.3,92.46518111228943,19
0.4486,0.74583,0.5596,0.31827,0.01348,7.51442,1.33197,19,1720004235,,False,20,de62f_00008,2024-07-03_10-57-15,2.692828893661499,95.15801000595093,47970,b70a672424f1,172.17.0.3,95.15801000595093,20
0.49492,0.78077,0.58916,0.33017,0.01365,6.23995,1.33038,20,1720004238,,False,21,de62f_00008,2024-07-03_10-57-18,2.1975607872009277,97.35557079315186,47970,b70a672424f1,172.17.0.3,97.35557079315186,21
0.46599,0.73008,0.51902,0.26664,0.01519,7.01896,1.42327,21,1720004240,,False,22,de62f_00008,2024-07-03_10-57-20,2.1726667881011963,99.52823758125305,47970,b70a672424f1,172.17.0.3,99.52823758125305,22
0.37731,0.6875,0.47233,0.26995,0.01461,7.38518,1.38185,22,1720004242,,False,23,de62f_00008,2024-07-03_10-57-22,2.379565954208374,101.90780353546143,47970,b70a672424f1,172.17.0.3,101.90780353546143,23
