metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.00229,0.67143,0.0044,0.00248,0.0174,31.35752,1.413,0,1720019227,,False,1,d44cc_00002,2024-07-03_15-07-07,34.88283705711365,34.88283705711365,20524,b70a672424f1,172.17.0.3,34.88283705711365,1
0.00254,0.70357,0.14377,0.07053,0.01768,29.38049,1.3029,1,1720019230,,False,2,d44cc_00002,2024-07-03_15-07-10,2.82696533203125,37.7098023891449,20524,b70a672424f1,172.17.0.3,37.7098023891449,2
0.00257,0.71905,0.11042,0.04579,0.01903,30.3821,1.43389,2,1720019233,,False,3,d44cc_00002,2024-07-03_15-07-13,2.6601204872131348,40.36992287635803,20524,b70a672424f1,172.17.0.3,40.36992287635803,3
0.09808,0.23452,0.05931,0.01846,0.02127,27.79303,1.52685,3,1720019235,,False,4,d44cc_00002,2024-07-03_15-07-15,2.5533316135406494,42.92325448989868,20524,b70a672424f1,172.17.0.3,42.92325448989868,4
0.59241,0.42661,0.40406,0.10775,0.02828,21.82313,2.16783,4,1720019238,,False,5,d44cc_00002,2024-07-03_15-07-18,3.0152411460876465,45.93849563598633,20524,b70a672424f1,172.17.0.3,45.93849563598633,5
0.36226,0.42262,0.34015,0.13992,0.02556,19.79122,1.74539,5,1720019241,,False,6,d44cc_00002,2024-07-03_15-07-21,2.694246768951416,48.632742404937744,20524,b70a672424f1,172.17.0.3,48.632742404937744,6
0.51402,0.35,0.45557,0.1985,0.02421,19.57833,1.60551,6,1720019244,,False,7,d44cc_00002,2024-07-03_15-07-24,2.53137469291687,51.164117097854614,20524,b70a672424f1,172.17.0.3,51.164117097854614,7
0.23339,0.36667,0.16686,0.06496,0.0258,28.60388,1.7016,7,1720019246,,False,8,d44cc_00002,2024-07-03_15-07-26,2.3314294815063477,53.49554657936096,20524,b70a672424f1,172.17.0.3,53.49554657936096,8
0.39593,0.26667,0.36733,0.13252,0.02618,20.83383,1.6584,8,1720019248,,False,9,d44cc_00002,2024-07-03_15-07-28,2.493826150894165,55.98937273025513,20524,b70a672424f1,172.17.0.3,55.98937273025513,9
0.39796,0.50952,0.37346,0.17539,0.0242,27.80483,1.84224,9,1720019251,,False,10,d44cc_00002,2024-07-03_15-07-31,2.3704023361206055,58.35977506637573,20524,b70a672424f1,172.17.0.3,58.35977506637573,10
0.56936,0.70066,0.58354,0.25336,0.02603,15.14135,1.61869,10,1720019253,,True,11,d44cc_00002,2024-07-03_15-07-33,2.5284745693206787,60.88824963569641,20524,b70a672424f1,172.17.0.3,60.88824963569641,11
