metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.0023,0.64583,0.03637,0.02688,0.02843,29.83095,1.3592,0,1720448377,,False,1,75b99_00009,2024-07-08_14-19-37,32.58030652999878,32.58030652999878,10988,b70a672424f1,172.17.0.3,32.58030652999878,1
0.00294,0.82083,0.08719,0.03551,0.02815,27.54904,1.32537,1,1720448379,,False,2,75b99_00009,2024-07-08_14-19-39,2.3519325256347656,34.932239055633545,10988,b70a672424f1,172.17.0.3,34.932239055633545,2
0.00304,0.825,0.14157,0.04704,0.0284,26.27252,1.2177,2,1720448382,,False,3,75b99_00009,2024-07-08_14-19-42,2.481721878051758,37.4139609336853,10988,b70a672424f1,172.17.0.3,37.4139609336853,3
0.36965,0.10539,0.16767,0.04289,0.03564,25.79086,1.37577,3,1720448384,,False,4,75b99_00009,2024-07-08_14-19-44,2.279707908630371,39.693668842315674,10988,b70a672424f1,172.17.0.3,39.693668842315674,4
0.00208,0.6,0.10623,0.05453,0.03704,27.39481,1.58424,4,1720448386,,False,5,75b99_00009,2024-07-08_14-19-46,2.218867540359497,41.91253638267517,10988,b70a672424f1,172.17.0.3,41.91253638267517,5
0.44238,0.5375,0.41321,0.16529,0.04018,19.45475,1.61996,5,1720448389,,False,6,75b99_00009,2024-07-08_14-19-49,2.302724838256836,44.21526122093201,10988,b70a672424f1,172.17.0.3,44.21526122093201,6
0.4778,0.5375,0.45716,0.1964,0.03988,19.5591,1.48973,6,1720448391,,False,7,75b99_00009,2024-07-08_14-19-51,2.1466856002807617,46.36194682121277,10988,b70a672424f1,172.17.0.3,46.36194682121277,7
0.3494,0.45417,0.39205,0.11961,0.04711,20.06246,1.74305,7,1720448393,,False,8,75b99_00009,2024-07-08_14-19-53,2.110729694366455,48.472676515579224,10988,b70a672424f1,172.17.0.3,48.472676515579224,8
0.40321,0.40972,0.4129,0.14842,0.04577,21.97713,1.84437,8,1720448395,,False,9,75b99_00009,2024-07-08_14-19-55,2.052509307861328,50.52518582344055,10988,b70a672424f1,172.17.0.3,50.52518582344055,9
0.23344,0.38333,0.26912,0.11411,0.03962,21.03532,1.6611,9,1720448397,,False,10,75b99_00009,2024-07-08_14-19-57,2.1109542846679688,52.63614010810852,10988,b70a672424f1,172.17.0.3,52.63614010810852,10
0.53551,0.16023,0.15496,0.05439,0.04441,25.66403,1.93299,10,1720448399,,True,11,75b99_00009,2024-07-08_14-19-59,2.11019229888916,54.74633240699768,10988,b70a672424f1,172.17.0.3,54.74633240699768,11
