metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.002,0.56667,0.00419,0.00209,0.02102,36.98575,1.40578,0,1720448206,,False,1,75b99_00004,2024-07-08_14-16-46,35.92991018295288,35.92991018295288,7458,b70a672424f1,172.17.0.3,35.92991018295288,1
0.00123,0.35833,0.11259,0.03253,0.02672,35.47588,1.5177,1,1720448209,,False,2,75b99_00004,2024-07-08_14-16-49,2.780395269393921,38.7103054523468,7458,b70a672424f1,172.17.0.3,38.7103054523468,2
0.78607,0.02388,0.08162,0.0167,0.03157,37.85342,1.95247,2,1720448212,,False,3,75b99_00004,2024-07-08_14-16-52,2.65460467338562,41.36491012573242,7458,b70a672424f1,172.17.0.3,41.36491012573242,3
0.00198,0.55,0.14238,0.02911,0.03353,34.69518,1.98647,3,1720448214,,False,4,75b99_00004,2024-07-08_14-16-54,2.3883237838745117,43.753233909606934,7458,b70a672424f1,172.17.0.3,43.753233909606934,4
0.21272,0.075,0.0633,0.01296,0.0327,31.42805,1.89434,4,1720448217,,False,5,75b99_00004,2024-07-08_14-16-57,2.2894203662872314,46.042654275894165,7458,b70a672424f1,172.17.0.3,46.042654275894165,5
0.22744,0.21667,0.20403,0.07004,0.03187,25.60972,1.80591,5,1720448219,,False,6,75b99_00004,2024-07-08_14-16-59,2.4142913818359375,48.4569456577301,7458,b70a672424f1,172.17.0.3,48.4569456577301,6
0.26296,0.44583,0.31543,0.0901,0.03326,24.35971,1.8735,6,1720448221,,False,7,75b99_00004,2024-07-08_14-17-01,2.276669502258301,50.7336151599884,7458,b70a672424f1,172.17.0.3,50.7336151599884,7
0.05088,0.0875,0.01226,0.00302,0.03306,109.45324,1.78339,7,1720448224,,False,8,75b99_00004,2024-07-08_14-17-04,2.1437387466430664,52.87735390663147,7458,b70a672424f1,172.17.0.3,52.87735390663147,8
0.38793,0.45,0.39234,0.12336,0.03326,22.62113,1.8252,8,1720448226,,False,9,75b99_00004,2024-07-08_14-17-06,2.342592716217041,55.21994662284851,7458,b70a672424f1,172.17.0.3,55.21994662284851,9
0.34677,0.4375,0.33666,0.08512,0.03352,23.01807,1.87596,9,1720448228,,False,10,75b99_00004,2024-07-08_14-17-08,2.3448777198791504,57.56482434272766,7458,b70a672424f1,172.17.0.3,57.56482434272766,10
0.37294,0.47856,0.3945,0.14456,0.03042,21.32453,1.73222,10,1720448231,,True,11,75b99_00004,2024-07-08_14-17-11,2.3982625007629395,59.9630868434906,7458,b70a672424f1,172.17.0.3,59.9630868434906,11
