metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.00246,0.70714,0.2517,0.14204,0.01562,26.06913,1.19996,0,1720019289,,False,1,d44cc_00004,2024-07-03_15-08-09,35.947296142578125,35.947296142578125,23880,b70a672424f1,172.17.0.3,35.947296142578125,1
0.00326,0.95238,0.50732,0.30558,0.0138,22.57357,1.03277,1,1720019294,,False,2,d44cc_00004,2024-07-03_15-08-14,5.4159300327301025,41.36322617530823,23880,b70a672424f1,172.17.0.3,41.36322617530823,2
0.0028,0.80357,0.40677,0.25519,0.01436,22.98065,1.15523,2,1720019346,,False,3,d44cc_00004,2024-07-03_15-09-06,51.55872631072998,92.92195248603821,23880,b70a672424f1,172.17.0.3,92.92195248603821,3
0.8197,0.11262,0.50857,0.27016,0.01794,20.9093,1.27981,3,1720019419,,False,4,d44cc_00004,2024-07-03_15-10-19,73.25115060806274,166.17310309410095,23880,b70a672424f1,172.17.0.3,166.17310309410095,4
0.42509,0.40833,0.49776,0.27474,0.01752,17.19666,1.28681,4,1720019424,,False,5,d44cc_00004,2024-07-03_15-10-24,5.202574253082275,171.37567734718323,23880,b70a672424f1,172.17.0.3,171.37567734718323,5
0.69926,0.59286,0.6851,0.37866,0.01896,14.95296,1.39287,5,1720019498,,False,6,d44cc_00004,2024-07-03_15-11-38,73.3920247554779,244.76770210266113,23880,b70a672424f1,172.17.0.3,244.76770210266113,6
0.82375,0.26242,0.48354,0.26036,0.01818,17.44485,1.33249,6,1720019656,,False,7,d44cc_00004,2024-07-03_15-14-16,158.01791286468506,402.7856149673462,23880,b70a672424f1,172.17.0.3,402.7856149673462,7
0.58976,0.57718,0.55751,0.31692,0.01812,14.29191,1.38466,7,1720019712,,False,8,d44cc_00004,2024-07-03_15-15-12,55.797611951828,458.5832269191742,23880,b70a672424f1,172.17.0.3,458.5832269191742,8
0.73345,0.59881,0.71391,0.39503,0.01787,12.75836,1.36598,8,1720019884,,False,9,d44cc_00004,2024-07-03_15-18-04,172.23914885520935,630.8223757743835,23880,b70a672424f1,172.17.0.3,630.8223757743835,9
0.72332,0.73381,0.79932,0.47714,0.01743,12.84922,1.32148,9,1720019887,,False,10,d44cc_00004,2024-07-03_15-18-07,3.181828737258911,634.0042045116425,23880,b70a672424f1,172.17.0.3,634.0042045116425,10
0.73958,0.64762,0.73755,0.39014,0.01985,13.14922,1.4077,10,1720019890,,False,11,d44cc_00004,2024-07-03_15-18-10,2.8329994678497314,636.8372039794922,23880,b70a672424f1,172.17.0.3,636.8372039794922,11
0.71161,0.75172,0.80898,0.48945,0.01676,11.68797,1.27248,11,1720019893,,False,12,d44cc_00004,2024-07-03_15-18-13,3.0689449310302734,639.9061489105225,23880,b70a672424f1,172.17.0.3,639.9061489105225,12
0.78069,0.73214,0.80632,0.39602,0.02059,11.38053,1.46088,12,1720019896,,False,13,d44cc_00004,2024-07-03_15-18-16,2.91929292678833,642.8254418373108,23880,b70a672424f1,172.17.0.3,642.8254418373108,13
0.53517,0.52391,0.44554,0.24197,0.01902,17.20329,1.37979,13,1720019899,,False,14,d44cc_00004,2024-07-03_15-18-19,2.797703504562378,645.6231453418732,23880,b70a672424f1,172.17.0.3,645.6231453418732,14
0.76568,0.6415,0.73732,0.38653,0.01931,12.33371,1.39049,14,1720019902,,False,15,d44cc_00004,2024-07-03_15-18-22,2.9688968658447266,648.5920422077179,23880,b70a672424f1,172.17.0.3,648.5920422077179,15
0.76361,0.69944,0.77888,0.39728,0.02048,11.40687,1.43137,15,1720019905,,False,16,d44cc_00004,2024-07-03_15-18-25,3.079852819442749,651.6718950271606,23880,b70a672424f1,172.17.0.3,651.6718950271606,16
0.79905,0.49434,0.51326,0.30814,0.01612,17.59303,1.26237,16,1720019957,,False,17,d44cc_00004,2024-07-03_15-19-17,51.69532513618469,703.3672201633453,23880,b70a672424f1,172.17.0.3,703.3672201633453,17
0.2903,0.74913,0.49164,0.28026,0.01839,16.73502,1.37143,17,1720020096,,False,18,d44cc_00004,2024-07-03_15-21-36,139.25835943222046,842.6255795955658,23880,b70a672424f1,172.17.0.3,842.6255795955658,18
0.74488,0.64497,0.7819,0.42618,0.01871,10.07711,1.30559,18,1720020273,,False,19,d44cc_00004,2024-07-03_15-24-33,177.37406706809998,1019.9996466636658,23880,b70a672424f1,172.17.0.3,1019.9996466636658,19
