metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.00137,0.3875,0.00112,0.00055,0.01606,14.14118,1.50359,0,1720004068,,False,1,de62f_00004,2024-07-03_10-54-28,27.440747022628784,27.440747022628784,43883,b70a672424f1,172.17.0.3,27.440747022628784,1
0.00165,0.47083,0.01848,0.00218,0.02091,14.21837,1.77367,1,1720004070,,False,2,de62f_00004,2024-07-03_10-54-30,2.890381336212158,30.331128358840942,43883,b70a672424f1,172.17.0.3,30.331128358840942,2
0.00198,0.55833,0.03098,0.00548,0.0211,13.33865,1.77995,2,1720004073,,False,3,de62f_00004,2024-07-03_10-54-33,2.4124650955200195,32.74359345436096,43883,b70a672424f1,172.17.0.3,32.74359345436096,3
0.00149,0.43333,0.01283,0.00424,0.02255,12.7704,1.71232,3,1720004075,,False,4,de62f_00004,2024-07-03_10-54-35,2.390690326690674,35.134283781051636,43883,b70a672424f1,172.17.0.3,35.134283781051636,4
0.00258,0.74583,0.18713,0.03749,0.02586,11.49363,2.01946,4,1720004078,,False,5,de62f_00004,2024-07-03_10-54-38,2.468677043914795,37.60296082496643,43883,b70a672424f1,172.17.0.3,37.60296082496643,5
0.36118,0.24583,0.33552,0.10829,0.02291,9.19648,1.83524,5,1720004080,,False,6,de62f_00004,2024-07-03_10-54-40,2.4256622791290283,40.02862310409546,43883,b70a672424f1,172.17.0.3,40.02862310409546,6
0.31148,0.52083,0.26786,0.06056,0.02489,11.92431,2.22392,6,1720004082,,False,7,de62f_00004,2024-07-03_10-54-42,2.31345796585083,42.34208106994629,43883,b70a672424f1,172.17.0.3,42.34208106994629,7
0.39472,0.32397,0.32333,0.11288,0.02309,9.50647,1.69587,7,1720004085,,False,8,de62f_00004,2024-07-03_10-54-45,2.2977001667022705,44.63978123664856,43883,b70a672424f1,172.17.0.3,44.63978123664856,8
0.48123,0.17917,0.24465,0.08534,0.02394,10.40498,1.90486,8,1720004087,,False,9,de62f_00004,2024-07-03_10-54-47,2.1627190113067627,46.80250024795532,43883,b70a672424f1,172.17.0.3,46.80250024795532,9
0.47357,0.1059,0.19439,0.06931,0.02483,10.604,2.12229,9,1720004089,,False,10,de62f_00004,2024-07-03_10-54-49,2.1658880710601807,48.9683883190155,43883,b70a672424f1,172.17.0.3,48.9683883190155,10
0.44408,0.2875,0.29416,0.1065,0.02526,9.59206,2.12127,10,1720004091,,True,11,de62f_00004,2024-07-03_10-54-51,2.0698506832122803,51.03823900222778,43883,b70a672424f1,172.17.0.3,51.03823900222778,11
