metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.00238,0.66097,0.0223,0.00717,0.01968,9.25307,1.38783,0,1720152912,,False,1,15aff_00001,2024-07-05_04-15-12,36.23423409461975,36.23423409461975,45046,b70a672424f1,172.17.0.3,36.23423409461975,1
0.00323,0.91168,0.11527,0.04951,0.01983,8.62124,1.18483,1,1720152915,,False,2,15aff_00001,2024-07-05_04-15-15,3.032521963119507,39.26675605773926,45046,b70a672424f1,172.17.0.3,39.26675605773926,2
0.00087,0.26211,0.03222,0.00436,0.02112,8.90736,1.44928,2,1720152918,,False,3,15aff_00001,2024-07-05_04-15-18,2.8607654571533203,42.12752151489258,45046,b70a672424f1,172.17.0.3,42.12752151489258,3
0.0024,0.67949,0.02011,0.01693,0.02285,8.62901,1.52308,3,1720152921,,False,4,15aff_00001,2024-07-05_04-15-21,3.2796530723571777,45.407174587249756,45046,b70a672424f1,172.17.0.3,45.407174587249756,4
0.00273,0.7849,0.20048,0.06848,0.0301,7.90562,1.98015,4,1720152924,,False,5,15aff_00001,2024-07-05_04-15-24,2.7700412273406982,48.177215814590454,45046,b70a672424f1,172.17.0.3,48.177215814590454,5
0.25721,0.10541,0.09527,0.04829,0.02684,8.68346,1.70407,5,1720152927,,False,6,15aff_00001,2024-07-05_04-15-27,2.75549578666687,50.932711601257324,45046,b70a672424f1,172.17.0.3,50.932711601257324,6
0.409,0.32051,0.27998,0.13261,0.02581,6.60886,1.6148,6,1720152929,,False,7,15aff_00001,2024-07-05_04-15-29,2.6304843425750732,53.5631959438324,45046,b70a672424f1,172.17.0.3,53.5631959438324,7
0.41143,0.52991,0.43162,0.19944,0.02606,5.36693,1.62222,7,1720152932,,False,8,15aff_00001,2024-07-05_04-15-32,2.733031988143921,56.29622793197632,45046,b70a672424f1,172.17.0.3,56.29622793197632,8
0.29293,0.14017,0.11959,0.02904,0.03008,8.68108,1.86143,8,1720152935,,False,9,15aff_00001,2024-07-05_04-15-35,2.6463520526885986,58.94257998466492,45046,b70a672424f1,172.17.0.3,58.94257998466492,9
0.45811,0.14672,0.46459,0.21864,0.02432,6.14867,1.47386,9,1720152938,,False,10,15aff_00001,2024-07-05_04-15-38,2.842057466506958,61.784637451171875,45046,b70a672424f1,172.17.0.3,61.784637451171875,10
0.5738,0.08567,0.29175,0.15054,0.02745,6.79778,1.63125,10,1720152940,,True,11,15aff_00001,2024-07-05_04-15-40,2.590191602706909,64.37482905387878,45046,b70a672424f1,172.17.0.3,64.37482905387878,11
