metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.00268,0.74359,0.02011,0.01019,0.01932,33.68425,1.31956,0,1720061712,,False,1,50bea_00005,2024-07-04_02-55-12,32.98831558227539,32.98831558227539,20484,b70a672424f1,172.17.0.3,32.98831558227539,1
0.00299,0.849,0.10952,0.05488,0.01909,30.86898,1.20495,1,1720061715,,False,2,50bea_00005,2024-07-04_02-55-15,2.9395737648010254,35.927889347076416,20484,b70a672424f1,172.17.0.3,35.927889347076416,2
0.65563,0.04746,0.43721,0.23522,0.01911,26.37763,1.16552,2,1720061718,,False,3,50bea_00005,2024-07-04_02-55-18,2.7235958576202393,38.651485204696655,20484,b70a672424f1,172.17.0.3,38.651485204696655,3
0.00321,0.9188,0.30401,0.18524,0.01863,26.52943,1.16531,3,1720061721,,False,4,50bea_00005,2024-07-04_02-55-21,2.5229222774505615,41.17440748214722,20484,b70a672424f1,172.17.0.3,41.17440748214722,4
0.47949,0.62431,0.50161,0.26236,0.0221,20.57322,1.26155,4,1720061723,,False,5,50bea_00005,2024-07-04_02-55-23,2.682304620742798,43.856712102890015,20484,b70a672424f1,172.17.0.3,43.856712102890015,5
0.59532,0.05556,0.22161,0.10818,0.02676,25.94061,1.84415,5,1720061726,,False,6,50bea_00005,2024-07-04_02-55-26,2.363400459289551,46.220112562179565,20484,b70a672424f1,172.17.0.3,46.220112562179565,6
0.35701,0.21465,0.29877,0.16119,0.02273,23.35695,1.42349,6,1720061728,,False,7,50bea_00005,2024-07-04_02-55-28,2.453273296356201,48.67338585853577,20484,b70a672424f1,172.17.0.3,48.67338585853577,7
0.51471,0.65584,0.56114,0.3269,0.02019,17.59874,1.28729,7,1720061731,,False,8,50bea_00005,2024-07-04_02-55-31,2.685190439224243,51.35857629776001,20484,b70a672424f1,172.17.0.3,51.35857629776001,8
0.45789,0.84162,0.59034,0.3931,0.0187,15.84236,1.21664,8,1720061734,,False,9,50bea_00005,2024-07-04_02-55-34,2.589725971221924,53.948302268981934,20484,b70a672424f1,172.17.0.3,53.948302268981934,9
0.57093,0.68946,0.63009,0.42337,0.01669,13.73287,1.12604,9,1720061736,,False,10,50bea_00005,2024-07-04_02-55-36,2.5744268894195557,56.52272915840149,20484,b70a672424f1,172.17.0.3,56.52272915840149,10
0.46537,0.70228,0.58459,0.3687,0.01862,19.89643,1.24022,10,1720061739,,False,11,50bea_00005,2024-07-04_02-55-39,2.637242078781128,59.15997123718262,20484,b70a672424f1,172.17.0.3,59.15997123718262,11
