metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.00281,0.77493,0.03442,0.00921,0.01313,2.54818,1.38482,0,1720062070,,False,1,50bea_00009,2024-07-04_03-01-10,31.72083330154419,31.72083330154419,23529,b70a672424f1,172.17.0.3,31.72083330154419,1
0.00492,0.62251,0.21559,0.10628,0.0132,2.37761,1.19093,1,1720062072,,False,2,50bea_00009,2024-07-04_03-01-12,2.447157144546509,34.1679904460907,23529,b70a672424f1,172.17.0.3,34.1679904460907,2
0.00101,0.30057,0.01681,0.00198,0.01753,2.43794,1.64373,2,1720062075,,False,3,50bea_00009,2024-07-04_03-01-15,2.4511191844940186,36.61910963058472,23529,b70a672424f1,172.17.0.3,36.61910963058472,3
0.00238,0.67949,0.1154,0.04127,0.01513,2.09558,1.40651,3,1720062077,,False,4,50bea_00009,2024-07-04_03-01-17,2.4507412910461426,39.06985092163086,23529,b70a672424f1,172.17.0.3,39.06985092163086,4
0.50799,0.13356,0.39436,0.15867,0.01518,1.82241,1.39903,4,1720062080,,False,5,50bea_00009,2024-07-04_03-01-20,2.953641653060913,42.02349257469177,23529,b70a672424f1,172.17.0.3,42.02349257469177,5
0.50862,0.62108,0.50464,0.19743,0.0165,1.46834,1.45089,5,1720062082,,False,6,50bea_00009,2024-07-04_03-01-22,2.381314277648926,44.4048068523407,23529,b70a672424f1,172.17.0.3,44.4048068523407,6
0.48048,0.67806,0.4833,0.20463,0.01702,1.33469,1.55086,6,1720062085,,False,7,50bea_00009,2024-07-04_03-01-25,2.340390205383301,46.745197057724,23529,b70a672424f1,172.17.0.3,46.745197057724,7
0.16164,0.05128,0.0467,0.01249,0.0195,2.87825,2.09784,7,1720062117,,False,8,50bea_00009,2024-07-04_03-01-57,31.787928819656372,78.53312587738037,23529,b70a672424f1,172.17.0.3,78.53312587738037,8
0.46108,0.78775,0.57068,0.31222,0.01523,1.19027,1.42467,8,1720062119,,False,9,50bea_00009,2024-07-04_03-01-59,2.4106383323669434,80.94376420974731,23529,b70a672424f1,172.17.0.3,80.94376420974731,9
0.43798,0.74388,0.50575,0.186,0.01869,1.14532,1.57443,9,1720062121,,False,10,50bea_00009,2024-07-04_03-02-01,2.1466169357299805,83.0903811454773,23529,b70a672424f1,172.17.0.3,83.0903811454773,10
0.4479,0.65478,0.47657,0.17843,0.01893,1.27877,1.77729,10,1720062123,,True,11,50bea_00009,2024-07-04_03-02-03,2.2211756706237793,85.31155681610107,23529,b70a672424f1,172.17.0.3,85.31155681610107,11
