metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.0028,0.80476,0.11082,0.07972,0.02463,14.19756,1.32798,0,1720019225,,False,1,d44cc_00003,2024-07-03_15-07-05,32.32637143135071,32.32637143135071,20525,b70a672424f1,172.17.0.3,32.32637143135071,1
0.00211,0.55833,0.23402,0.10549,0.02814,13.63911,1.43947,1,1720019228,,False,2,d44cc_00003,2024-07-03_15-07-08,2.790587902069092,35.1169593334198,20525,b70a672424f1,172.17.0.3,35.1169593334198,2
0.00245,0.65476,0.26462,0.11801,0.02473,12.98046,1.24917,2,1720019230,,False,3,d44cc_00003,2024-07-03_15-07-10,2.8609910011291504,37.97795033454895,20525,b70a672424f1,172.17.0.3,37.97795033454895,3
0.00279,0.71667,0.24943,0.12431,0.02711,12.53781,1.27798,3,1720019233,,False,4,d44cc_00003,2024-07-03_15-07-13,2.538825750350952,40.5167760848999,20525,b70a672424f1,172.17.0.3,40.5167760848999,4
0.47616,0.59118,0.52555,0.23779,0.03113,10.58979,1.60082,4,1720019236,,False,5,d44cc_00003,2024-07-03_15-07-16,2.6802456378936768,43.19702172279358,20525,b70a672424f1,172.17.0.3,43.19702172279358,5
0.80289,0.29906,0.43351,0.21382,0.03051,9.97396,1.48272,5,1720019238,,False,6,d44cc_00003,2024-07-03_15-07-18,2.70202374458313,45.89904546737671,20525,b70a672424f1,172.17.0.3,45.89904546737671,6
0.30133,0.55714,0.34964,0.15467,0.03111,10.44357,1.53757,6,1720019241,,False,7,d44cc_00003,2024-07-03_15-07-21,2.598771810531616,48.497817277908325,20525,b70a672424f1,172.17.0.3,48.497817277908325,7
0.36727,0.51358,0.39227,0.16472,0.03581,15.94082,1.75815,7,1720019243,,False,8,d44cc_00003,2024-07-03_15-07-23,2.4301810264587402,50.927998304367065,20525,b70a672424f1,172.17.0.3,50.927998304367065,8
0.4381,0.4,0.37418,0.15388,0.03945,9.43416,2.15434,8,1720019246,,False,9,d44cc_00003,2024-07-03_15-07-26,2.3887312412261963,53.31672954559326,20525,b70a672424f1,172.17.0.3,53.31672954559326,9
0.57256,0.57976,0.56189,0.3102,0.02551,8.74183,1.42461,9,1720019248,,False,10,d44cc_00003,2024-07-03_15-07-28,2.638763904571533,55.955493450164795,20525,b70a672424f1,172.17.0.3,55.955493450164795,10
0.44288,0.68095,0.52866,0.29598,0.02778,8.7149,1.50001,10,1720019251,,True,11,d44cc_00003,2024-07-03_15-07-31,2.4151177406311035,58.3706111907959,20525,b70a672424f1,172.17.0.3,58.3706111907959,11
